Actual Price,Predicted Price
0.214441955,0.21199904
0.213650957,0.21476743
0.213650957,0.21251035
0.213650957,0.2125655
0.2152334,0.21114522
0.213650957,0.21492174
0.213650957,0.21250664
0.216816157,0.21274985
0.217607364,0.21675132
0.214441955,0.21632755
0.213650957,0.21488477
0.2152334,0.21221578
0.216024771,0.21496975
0.216024771,0.21490383
0.2152334,0.21513522
0.212859601,0.21488477
0.210485518,0.21085472
0.208903,0.20993938
0.208111748,0.2086558
0.208903,0.20832749
0.203364059,0.20937222
0.201781496,0.2047277
0.203364059,0.20250103
0.204155311,0.20359203
0.208111748,0.20343965
0.207320571,0.20799528
0.204155311,0.20707285
0.204155311,0.20409451
0.199407324,0.2036143
0.200989872,0.19964047
0.199407324,0.20115729
0.203147709,0.199564
0.203953952,0.20333916
0.206372499,0.20322324
0.205566391,0.20553622
0.206372499,0.20579417
0.206372499,0.2055634
0.20798476,0.20590776
0.211209387,0.20833965
0.207178652,0.21093407
0.206372499,0.20704189
0.203953952,0.20538296
0.206372499,0.19796766
0.203147709,0.2055634
0.20798476,0.19731651
0.212821484,0.20789774
0.217658445,0.21243511
0.222495213,0.21628027
0.22410728,0.21952766
0.224913731,0.22205566
0.224913731,0.22276251
0.232168987,0.22244586
0.233781025,0.22859469
0.230556592,0.22906089
0.232168987,0.22926027
0.230556592,0.22870794
0.22410728,0.2297648
0.224913731,0.22419937
0.223301321,0.22321944
0.220076904,0.22183333
0.218464419,0.2200946
0.214433655,0.21594879
0.220883071,0.21378182
0.221689194,0.21981712
0.220883071,0.22018684
0.227331951,0.2194025
0.232168987,0.22402807
0.232975036,0.22741318
0.237811878,0.23005587
0.235393658,0.23391332
0.235393658,0.23927392
0.228944346,0.23846687
0.224913731,0.22526643
0.227331951,0.2230667
0.228138268,0.2269222
0.228944346,0.22740982
0.228944346,0.22689758
0.228944346,0.22606364
0.224913731,0.22780512
0.219270676,0.22346197
0.218464419,0.21703811
0.218464419,0.2166663
0.221689194,0.21652824
0.225719914,0.21952492
0.228944346,0.22291784
0.228649318,0.22390448
0.231927425,0.22581115
0.232746899,0.23154573
0.233566746,0.23005587
0.234385952,0.2326552
0.231107816,0.22848473
